chart_label,region,national_rank_of_accepting_candidate
unknown_year_A,North West - North West,196
unknown_year_A,North West - North West,1814
unknown_year_A,North West - North West,634
unknown_year_A,North West - North West,1634
unknown_year_A,North West - North West,583
unknown_year_A,North West - North West,423
unknown_year_A,North West - North West,129
unknown_year_A,North West - North West,353
unknown_year_A,North West - North West,1417
unknown_year_A,North West - North West,1758
unknown_year_A,North West - North West,1487
unknown_year_A,North West - North West,532
unknown_year_A,North West - North West,274
unknown_year_A,Northern Ireland,2080
unknown_year_A,Northern Ireland,1991
unknown_year_A,Northern Ireland,751
unknown_year_A,Northern Ireland,620
unknown_year_A,Northern Ireland,816
unknown_year_A,Northern Ireland,1626
unknown_year_A,Northern Ireland,398
unknown_year_A,Northern Ireland,1876
unknown_year_A,Northern Ireland,2130
unknown_year_A,Northern Ireland,2114
unknown_year_A,Northern Ireland,2126
unknown_year_A,Northern Ireland,1651
unknown_year_A,Northern Ireland,1909
unknown_year_A,Northern Ireland,2070
unknown_year_A,Northern Ireland,2064
unknown_year_A,Northern Ireland,1380
unknown_year_A,Northern Ireland,1380
unknown_year_A,Northern Ireland,2124
unknown_year_A,Northern Ireland,2140
unknown_year_A,Northern Ireland,2119
unknown_year_A,Northern Ireland,2113
unknown_year_A,Northern Ireland,2132
unknown_year_A,Northern Ireland,2071
unknown_year_A,Northern Ireland,2133
unknown_year_A,Northern Ireland,2131
unknown_year_A,Northern Ireland,2067
unknown_year_A,Northern Ireland,2102
unknown_year_A,Northern Ireland,2098
unknown_year_A,Northern Ireland,2128
unknown_year_A,Northern Ireland,2091
unknown_year_A,Northern Ireland,443
unknown_year_A,Northern Ireland,429
unknown_year_A,Northern Ireland,2125
unknown_year_A,Northern Ireland,1979
unknown_year_A,Northern Ireland,2134
unknown_year_A,Northern Ireland,2153
unknown_year_A,Northern Ireland,1723
unknown_year_A,Northern Ireland,2099
unknown_year_A,Northern Ireland,2095
unknown_year_A,Northern Ireland,2146
unknown_year_A,Northern Ireland,2085
unknown_year_A,Northern Ireland,2154
unknown_year_A,Northern Ireland,1561
unknown_year_A,Northern Ireland,1809
unknown_year_A,Northern Ireland,844
unknown_year_A,Northern Ireland,2104
unknown_year_A,Northern Ireland,966
unknown_year_A,Northern Ireland,25
unknown_year_A,Northern Ireland,284
unknown_year_A,Northern Ireland,293
unknown_year_A,Northern Ireland,957
unknown_year_A,Northern Ireland,426
unknown_year_A,Northern Ireland,308
unknown_year_A,Northern Ireland,2079
unknown_year_A,Northern Ireland,872
unknown_year_A,Northern Ireland,2129
unknown_year_A,Northern Ireland,1343
unknown_year_A,Northern Ireland,1226
unknown_year_A,Northern Ireland,2087
unknown_year_A,Northern Ireland,2147
unknown_year_A,Scotland,1567
unknown_year_A,Scotland,1895
unknown_year_A,Scotland,1946
unknown_year_A,Scotland,1278
unknown_year_A,Scotland,1421
unknown_year_A,Scotland,2018
unknown_year_A,Scotland,2010
unknown_year_A,Scotland,1556
unknown_year_A,Scotland,1233
unknown_year_A,Scotland,1993
unknown_year_A,Scotland,1581
unknown_year_A,Scotland,1490
unknown_year_A,Scotland,1220
unknown_year_A,Scotland,826
unknown_year_A,Scotland,2066
unknown_year_A,Scotland,996
unknown_year_A,Scotland,1088
unknown_year_A,Scotland,1239
unknown_year_A,Scotland,672
unknown_year_A,Scotland,2041
unknown_year_A,Scotland,1949
unknown_year_A,Scotland,1635
unknown_year_A,Scotland,604
unknown_year_A,Scotland,287
unknown_year_A,Scotland,2055
unknown_year_A,Scotland,1507
unknown_year_A,Scotland,1576
unknown_year_A,Scotland,1730
unknown_year_A,Scotland,1275
unknown_year_A,Scotland,952
unknown_year_A,Scotland,154
unknown_year_A,Scotland,641
unknown_year_A,Scotland,136
unknown_year_A,Scotland,220
unknown_year_A,Scotland,4
unknown_year_A,Scotland,1062
unknown_year_A,Scotland,328
unknown_year_A,Scotland,896
unknown_year_A,Scotland,1013
unknown_year_A,Scotland,301
unknown_year_A,Scotland,776
unknown_year_A,Scotland,780
unknown_year_A,Scotland,590
unknown_year_A,Scotland,732
unknown_year_A,Scotland,551
unknown_year_A,Scotland,218
unknown_year_A,Scotland,239
unknown_year_A,Scotland,457
unknown_year_A,Scotland,415
unknown_year_A,Scotland,1053
unknown_year_A,Scotland,102
unknown_year_A,Scotland,386
unknown_year_A,Scotland,900
unknown_year_A,Scotland,1280
unknown_year_A,Scotland,1445
unknown_year_A,Scotland,601
unknown_year_A,Scotland,822
unknown_year_A,Scotland,574
unknown_year_A,Scotland,901
unknown_year_A,Scotland,1872
unknown_year_A,Scotland,1826
unknown_year_A,Scotland,1268
unknown_year_A,Scotland,1197
unknown_year_A,Scotland,1821
unknown_year_A,Scotland,131
unknown_year_A,Scotland,594
unknown_year_A,Scotland,1254
unknown_year_A,Scotland,902
unknown_year_A,Scotland,1215
unknown_year_A,Scotland,1215
unknown_year_A,Scotland,651
unknown_year_A,Scotland,51
unknown_year_A,Scotland,714
unknown_year_A,Scotland,1869
unknown_year_A,Scotland,673
unknown_year_A,Scotland,600
unknown_year_A,Scotland,1161
unknown_year_A,Scotland,683
unknown_year_A,Scotland,40
unknown_year_A,Scotland,1557
unknown_year_A,Scotland,490
unknown_year_A,Scotland,449
unknown_year_A,Scotland,175
unknown_year_A,Scotland,495
unknown_year_A,Scotland,1294
unknown_year_A,Scotland,1263
unknown_year_A,Scotland,309
unknown_year_A,Scotland,1252
unknown_year_A,Scotland,401
unknown_year_A,Scotland,958
unknown_year_A,Scotland,179
unknown_year_A,Scotland,892
unknown_year_A,Scotland,845
unknown_year_A,Scotland,687
unknown_year_A,Scotland,1628
unknown_year_A,Scotland,1266
unknown_year_A,Scotland,1029
unknown_year_A,Scotland,1102
unknown_year_A,Scotland,560
unknown_year_A,Scotland,73
unknown_year_A,Scotland,1864
unknown_year_A,Scotland,1451
unknown_year_A,Scotland,1438
unknown_year_A,Scotland,1681
unknown_year_A,Scotland,489
unknown_year_A,Scotland,856
unknown_year_A,South West - Peninsula,878
unknown_year_A,South West - Peninsula,540
unknown_year_A,South West - Peninsula,905
unknown_year_A,South West - Peninsula,1780
unknown_year_A,South West - Peninsula,313
unknown_year_A,South West - Peninsula,1443
unknown_year_A,South West - Peninsula,1214
unknown_year_A,South West - Peninsula,501
unknown_year_A,South West - Peninsula,2007
unknown_year_A,South West - Peninsula,2013
unknown_year_A,South West - Peninsula,1385
unknown_year_A,South West - Peninsula,933
unknown_year_A,South West - Peninsula,969
unknown_year_A,South West - Peninsula,1565
unknown_year_A,South West - Peninsula,2022
unknown_year_A,South West - Peninsula,1721
unknown_year_A,South West - Peninsula,979
unknown_year_A,South West - Peninsula,1492
unknown_year_A,South West - Peninsula,111
unknown_year_A,South West - Peninsula,1985
unknown_year_A,South West - Peninsula,1120
unknown_year_A,South West - Peninsula,2004
unknown_year_A,South West - Peninsula,1934
unknown_year_A,South West - Peninsula,1904
unknown_year_A,South West - Peninsula,662
unknown_year_A,South West - Peninsula,1077
unknown_year_A,South West - Peninsula,1471
unknown_year_A,South West - Peninsula,1447
unknown_year_A,South West - Peninsula,1141
unknown_year_A,South West - Peninsula,1422
unknown_year_A,South West - Peninsula,292
unknown_year_A,South West - Peninsula,916
unknown_year_A,South West - Peninsula,759
unknown_year_A,South West - Peninsula,752
unknown_year_A,South West - Peninsula,2000
unknown_year_A,South West - Peninsula,189
unknown_year_A,South West - Peninsula,1713
unknown_year_A,South West - Peninsula,2005
unknown_year_A,South West - Peninsula,492
unknown_year_A,South West - Peninsula,9
unknown_year_A,South West - Peninsula,1670
unknown_year_A,South West - Severn,390
unknown_year_A,South West - Severn,529
unknown_year_A,South West - Severn,1070
unknown_year_A,South West - Severn,286
unknown_year_A,South West - Severn,1036
unknown_year_A,South West - Severn,1178
unknown_year_A,South West - Severn,1218
unknown_year_A,South West - Severn,707
unknown_year_A,South West - Severn,960
unknown_year_A,South West - Severn,219
unknown_year_A,South West - Severn,811
unknown_year_A,South West - Severn,1374
unknown_year_A,South West - Severn,806
unknown_year_A,South West - Severn,12
unknown_year_A,South West - Severn,985
unknown_year_A,South West - Severn,240
unknown_year_A,South West - Severn,1056
unknown_year_A,South West - Severn,1118
unknown_year_A,South West - Severn,208
unknown_year_A,South West - Severn,90
unknown_year_A,South West - Severn,637
unknown_year_A,South West - Severn,1164
unknown_year_A,South West - Severn,789
unknown_year_A,South West - Severn,818
unknown_year_A,South West - Severn,514
unknown_year_A,South West - Severn,903
unknown_year_A,South West - Severn,763
unknown_year_A,South West - Severn,837
unknown_year_A,South West - Severn,631
unknown_year_A,South West - Severn,876
unknown_year_A,South West - Severn,1095
unknown_year_A,South West - Severn,1339
unknown_year_A,South West - Severn,15
unknown_year_A,South West - Severn,689
unknown_year_A,South West - Severn,366
unknown_year_A,South West - Severn,1383
unknown_year_A,South West - Severn,660
unknown_year_A,South West - Severn,949
unknown_year_A,South West - Severn,1792
unknown_year_A,South West - Severn,769
unknown_year_A,South West - Severn,290
unknown_year_A,South West - Severn,342
unknown_year_A,South West - Severn,506
unknown_year_A,South West - Severn,1922
unknown_year_A,South West - Severn,939
unknown_year_A,South West - Severn,296
unknown_year_A,South West - Severn,165
unknown_year_A,South West - Severn,978
unknown_year_A,South West - Severn,1156
unknown_year_A,South West - Severn,1204
unknown_year_A,South West - Severn,819
unknown_year_A,South West - Severn,192
unknown_year_A,South West - Severn,499
unknown_year_A,South West - Severn,1106
unknown_year_A,South West - Severn,974
unknown_year_A,South West - Severn,237
unknown_year_A,South West - Severn,669
unknown_year_A,Thames Valley,910
unknown_year_A,Thames Valley,749
unknown_year_A,Thames Valley,197
unknown_year_A,Thames Valley,735
unknown_year_A,Thames Valley,368
unknown_year_A,Thames Valley,1022
unknown_year_A,Thames Valley,70
unknown_year_A,Thames Valley,94
unknown_year_A,Thames Valley,875
unknown_year_A,Thames Valley,1620
unknown_year_A,Thames Valley,681
unknown_year_A,Thames Valley,1595
unknown_year_A,Thames Valley,1302
unknown_year_A,Thames Valley,1632
unknown_year_A,Thames Valley,1170
unknown_year_A,Thames Valley,453
unknown_year_A,Thames Valley,118
unknown_year_A,Thames Valley,246
unknown_year_A,Thames Valley,54
unknown_year_A,Thames Valley,1180
unknown_year_A,Thames Valley,995
unknown_year_A,Thames Valley,1018
unknown_year_A,Thames Valley,1028
unknown_year_A,Thames Valley,1114
unknown_year_A,Thames Valley,757
unknown_year_A,Thames Valley,1045
unknown_year_A,Thames Valley,1485
unknown_year_A,Thames Valley,821
unknown_year_A,Thames Valley,380
unknown_year_A,Thames Valley,112
unknown_year_A,Thames Valley,169
unknown_year_A,Thames Valley,666
unknown_year_A,Thames Valley,1194
unknown_year_A,Thames Valley,575
unknown_year_A,Thames Valley,706
unknown_year_A,Thames Valley,787
unknown_year_A,Thames Valley,1108
unknown_year_A,Thames Valley,659
unknown_year_A,Thames Valley,907
unknown_year_A,Thames Valley,11
unknown_year_A,Thames Valley,183
unknown_year_A,Thames Valley,1058
unknown_year_A,Thames Valley,1607
unknown_year_A,Thames Valley,988
unknown_year_A,Thames Valley,1601
unknown_year_A,Thames Valley,1002
unknown_year_A,Thames Valley,1358
unknown_year_A,Thames Valley,1079
unknown_year_A,Thames Valley,29
unknown_year_A,Thames Valley,726
unknown_year_A,Thames Valley,862
unknown_year_A,Thames Valley,879
unknown_year_A,Thames Valley,1104
unknown_year_A,Thames Valley,475
unknown_year_A,Thames Valley,1061
unknown_year_A,Thames Valley,791
unknown_year_A,Thames Valley,462
unknown_year_A,Thames Valley,283
unknown_year_A,Thames Valley,481
unknown_year_A,Wales,1203
unknown_year_A,Wales,2050
unknown_year_A,Wales,79
unknown_year_A,Wales,2032
unknown_year_A,Wales,1945
unknown_year_A,Wales,1998
unknown_year_A,Wales,1923
unknown_year_A,Wales,2012
unknown_year_A,Wales,1815
unknown_year_A,Wales,2039
unknown_year_A,Wales,1851
unknown_year_A,Wales,1020
unknown_year_A,Wales,2047
unknown_year_A,Wales,1806
unknown_year_A,Wales,2028
unknown_year_A,Wales,367
unknown_year_A,Wales,307
unknown_year_A,Wales,1799
unknown_year_A,Wales,603
unknown_year_A,Wales,1618
unknown_year_A,Wales,123
unknown_year_A,Wales,721
unknown_year_A,Wales,1258
unknown_year_A,Wales,1669
unknown_year_A,Wales,1870
unknown_year_A,Wales,377
unknown_year_A,Wales,1920
unknown_year_A,Wales,259
unknown_year_A,Wales,1482
unknown_year_A,Wales,1642
unknown_year_A,Wales,1811
unknown_year_A,Wales,1431
unknown_year_A,Wales,1645
unknown_year_A,Wales,1246
unknown_year_A,Wales,1906
unknown_year_A,Wales,2011
unknown_year_A,Wales,1649
unknown_year_A,Wales,39
unknown_year_A,Wales,1698
unknown_year_A,Wales,1129
unknown_year_A,Wales,1889
unknown_year_A,Wales,1168
unknown_year_A,Wales,207
unknown_year_A,Wales,1543
unknown_year_A,Wales,1887
unknown_year_A,Wales,1743
unknown_year_A,Wales,1614
unknown_year_A,Wales,1839
unknown_year_A,Wales,538
unknown_year_A,Wales,135
unknown_year_A,Wales,1441
unknown_year_A,Wales,517
unknown_year_A,Wales,1442
unknown_year_A,Wales,2040
unknown_year_A,Wales,841
unknown_year_A,Wales,410
unknown_year_A,Wales,1511
unknown_year_A,Wales,1797
unknown_year_A,Wales,370
unknown_year_A,Wales,260
unknown_year_A,Wales,483
unknown_year_A,Wales,1818
unknown_year_A,Wales,241
unknown_year_A,Wales,2060
unknown_year_A,Wales,2065
unknown_year_A,Wales,1834
unknown_year_A,Wales,2056
unknown_year_A,Wales,2054
unknown_year_A,Wales,2003
unknown_year_A,Wales,1975
unknown_year_A,Wales,2023
unknown_year_A,Wessex,1470
unknown_year_A,Wessex,1193
unknown_year_A,Wessex,1419
unknown_year_A,Wessex,455
unknown_year_A,Wessex,1550
unknown_year_A,Wessex,1584
unknown_year_A,Wessex,1605
unknown_year_A,Wessex,1463
unknown_year_A,Wessex,1450
unknown_year_A,Wessex,1506
unknown_year_A,Wessex,1044
unknown_year_A,Wessex,1205
unknown_year_A,Wessex,1244
unknown_year_A,Wessex,814
unknown_year_A,Wessex,88
unknown_year_A,Wessex,1499
unknown_year_A,Wessex,1437
unknown_year_A,Wessex,1572
unknown_year_A,Wessex,1907
unknown_year_A,Wessex,1940
unknown_year_A,Wessex,1672
unknown_year_A,Wessex,1779
unknown_year_A,Wessex,1377
unknown_year_A,Wessex,1675
unknown_year_A,Wessex,520
unknown_year_A,Wessex,1537
unknown_year_A,Wessex,1242
unknown_year_A,Wessex,1366
unknown_year_A,Wessex,1892
unknown_year_A,Wessex,1972
unknown_year_A,Wessex,1458
unknown_year_A,Wessex,1124
unknown_year_A,Wessex,1875
unknown_year_A,Wessex,1468
unknown_year_A,Wessex,1798
unknown_year_A,Wessex,948
unknown_year_A,Wessex,1621
unknown_year_A,Wessex,1638
unknown_year_A,Wessex,1659
unknown_year_A,Wessex,1751
unknown_year_A,Wessex,1733
unknown_year_A,Wessex,1761
unknown_year_A,Wessex,983
unknown_year_A,Wessex,968
unknown_year_A,Wessex,1663
unknown_year_A,Wessex,1862
unknown_year_A,Wessex,1860
unknown_year_A,Wessex,1465
unknown_year_A,Wessex,1694
unknown_year_A,Wessex,1305
unknown_year_A,Wessex,1711
unknown_year_A,Wessex,1791
unknown_year_A,Wessex,1017
unknown_year_A,Wessex,1272
unknown_year_A,Wessex,1515
unknown_year_A,Wessex,657
unknown_year_A,Wessex,1032
unknown_year_A,Wessex,972
unknown_year_A,Wessex,1035
unknown_year_A,Wessex,57
unknown_year_A,Wessex,121
unknown_year_A,Wessex,911
unknown_year_A,Wessex,647
unknown_year_A,Wessex,606
unknown_year_A,Wessex,537
unknown_year_A,West Midlands,1480
unknown_year_A,West Midlands,1195
unknown_year_A,West Midlands,1248
unknown_year_A,West Midlands,833
unknown_year_A,West Midlands,1398
unknown_year_A,West Midlands,24
unknown_year_A,West Midlands,65
unknown_year_A,West Midlands,527
unknown_year_A,West Midlands,1639
unknown_year_A,West Midlands,1657
unknown_year_A,West Midlands,808
unknown_year_A,West Midlands,1027
unknown_year_A,West Midlands,1080
unknown_year_A,West Midlands,1183
unknown_year_A,West Midlands,945
unknown_year_A,West Midlands,1276
unknown_year_A,West Midlands,981
unknown_year_A,West Midlands,1240
unknown_year_A,West Midlands,886
unknown_year_A,West Midlands,621
unknown_year_A,West Midlands,1117
unknown_year_A,West Midlands,1250
unknown_year_A,West Midlands,569
unknown_year_A,West Midlands,312
unknown_year_A,West Midlands,447
unknown_year_A,West Midlands,859
unknown_year_A,West Midlands,1191
unknown_year_A,West Midlands,522
unknown_year_A,West Midlands,718
unknown_year_A,West Midlands,564
unknown_year_A,West Midlands,1219
unknown_year_A,West Midlands,1005
unknown_year_A,West Midlands,1640
unknown_year_A,West Midlands,1166
unknown_year_A,West Midlands,1625
unknown_year_A,West Midlands,52
unknown_year_A,West Midlands,6
unknown_year_A,West Midlands,533
unknown_year_A,West Midlands,441
unknown_year_A,West Midlands,887
unknown_year_A,West Midlands,106
unknown_year_A,West Midlands,713
unknown_year_A,West Midlands,1585
unknown_year_A,West Midlands,1211
unknown_year_A,West Midlands,774
unknown_year_A,West Midlands,345
unknown_year_A,West Midlands,276
unknown_year_A,West Midlands,885
unknown_year_A,West Midlands,971
unknown_year_A,West Midlands,790
unknown_year_A,West Midlands,56
unknown_year_A,West Midlands,553
unknown_year_A,West Midlands,255
unknown_year_A,West Midlands,31
unknown_year_A,West Midlands,1090
unknown_year_A,West Midlands,993
unknown_year_A,West Midlands,1652
unknown_year_A,West Midlands,518
unknown_year_A,West Midlands,1267
unknown_year_A,West Midlands,1030
unknown_year_A,West Midlands,1038
unknown_year_A,West Midlands,459
unknown_year_A,West Midlands,586
unknown_year_A,West Midlands,873
unknown_year_A,West Midlands,1097
unknown_year_A,West Midlands,536
unknown_year_A,West Midlands,245
unknown_year_A,West Midlands,719
unknown_year_A,West Midlands,973
unknown_year_A,West Midlands,1495
unknown_year_A,West Midlands,1548
unknown_year_A,West Midlands,1134
unknown_year_A,West Midlands,725
unknown_year_A,West Midlands,116
unknown_year_A,West Midlands,288
unknown_year_A,West Midlands,182
unknown_year_A,West Midlands,451
unknown_year_A,West Midlands,464
unknown_year_A,West Midlands,1189
unknown_year_A,West Midlands,1222
unknown_year_A,West Midlands,1153
unknown_year_A,West Midlands,1586
unknown_year_A,West Midlands,1126
unknown_year_A,West Midlands,741
unknown_year_A,West Midlands,1137
unknown_year_A,Yorkshire and the Humber,1929
unknown_year_A,Yorkshire and the Humber,1912
unknown_year_A,Yorkshire and the Humber,2033
unknown_year_A,Yorkshire and the Humber,2014
unknown_year_A,Yorkshire and the Humber,1549
unknown_year_A,Yorkshire and the Humber,1790
unknown_year_A,Yorkshire and the Humber,1425
unknown_year_A,Yorkshire and the Humber,1708
unknown_year_A,Yorkshire and the Humber,1579
unknown_year_A,Yorkshire and the Humber,1010
unknown_year_A,Yorkshire and the Humber,2025
unknown_year_A,Yorkshire and the Humber,2019
unknown_year_A,Yorkshire and the Humber,1753
unknown_year_A,Yorkshire and the Humber,1918
unknown_year_A,Yorkshire and the Humber,1989
unknown_year_A,Yorkshire and the Humber,1408
unknown_year_A,Yorkshire and the Humber,1939
unknown_year_A,Yorkshire and the Humber,1969
unknown_year_A,Yorkshire and the Humber,1795
unknown_year_A,Yorkshire and the Humber,1765
unknown_year_A,Yorkshire and the Humber,2002
unknown_year_A,Yorkshire and the Humber,1896
unknown_year_A,Yorkshire and the Humber,1768
unknown_year_A,Yorkshire and the Humber,1785
unknown_year_A,Yorkshire and the Humber,1884
unknown_year_A,Yorkshire and the Humber,1994
unknown_year_A,Yorkshire and the Humber,1988
unknown_year_A,Yorkshire and the Humber,2046
unknown_year_A,Yorkshire and the Humber,1782
unknown_year_A,Yorkshire and the Humber,772
unknown_year_A,Yorkshire and the Humber,1378
unknown_year_A,Yorkshire and the Humber,1977
unknown_year_A,Yorkshire and the Humber,1957
unknown_year_A,Yorkshire and the Humber,1995
unknown_year_A,Yorkshire and the Humber,1704
unknown_year_A,Yorkshire and the Humber,1538
unknown_year_A,Yorkshire and the Humber,1903
unknown_year_A,Yorkshire and the Humber,2026
unknown_year_A,Yorkshire and the Humber,2027
unknown_year_A,Yorkshire and the Humber,2049
unknown_year_A,Yorkshire and the Humber,1641
unknown_year_A,Yorkshire and the Humber,1691
unknown_year_A,Yorkshire and the Humber,1474
unknown_year_A,Yorkshire and the Humber,174
unknown_year_A,Yorkshire and the Humber,703
unknown_year_A,Yorkshire and the Humber,1729
unknown_year_A,Yorkshire and the Humber,108
unknown_year_A,Yorkshire and the Humber,754
unknown_year_A,Yorkshire and the Humber,1770
unknown_year_A,Yorkshire and the Humber,1185
unknown_year_A,Yorkshire and the Humber,199
unknown_year_A,Yorkshire and the Humber,784
unknown_year_A,Yorkshire and the Humber,899
unknown_year_A,Yorkshire and the Humber,1763
unknown_year_A,Yorkshire and the Humber,849
unknown_year_A,Yorkshire and the Humber,531
unknown_year_A,Yorkshire and the Humber,643
unknown_year_A,Yorkshire and the Humber,616
unknown_year_A,Yorkshire and the Humber,1308
unknown_year_A,Yorkshire and the Humber,1522
unknown_year_A,Yorkshire and the Humber,1394
unknown_year_A,Yorkshire and the Humber,777
unknown_year_A,Yorkshire and the Humber,114
unknown_year_A,Yorkshire and the Humber,863
unknown_year_A,Yorkshire and the Humber,1731
unknown_year_A,Yorkshire and the Humber,1342
unknown_year_A,Yorkshire and the Humber,1006
unknown_year_A,Yorkshire and the Humber,1234
unknown_year_A,Yorkshire and the Humber,19
unknown_year_A,Yorkshire and the Humber,180
unknown_year_A,Yorkshire and the Humber,1631
unknown_year_A,Yorkshire and the Humber,1235
unknown_year_A,Yorkshire and the Humber,1071
unknown_year_A,Yorkshire and the Humber,597
unknown_year_A,Yorkshire and the Humber,1217
unknown_year_A,Yorkshire and the Humber,1693
unknown_year_A,Yorkshire and the Humber,1369
unknown_year_A,Yorkshire and the Humber,720
unknown_year_A,Yorkshire and the Humber,742
unknown_year_A,Yorkshire and the Humber,1363
unknown_year_A,Yorkshire and the Humber,303
unknown_year_A,Yorkshire and the Humber,1024
unknown_year_A,Yorkshire and the Humber,1401
unknown_year_A,Yorkshire and the Humber,1089
unknown_year_A,Yorkshire and the Humber,356
unknown_year_A,Yorkshire and the Humber,1615
unknown_year_A,Yorkshire and the Humber,1255
unknown_year_A,Yorkshire and the Humber,1624
unknown_year_A,Yorkshire and the Humber,1540
unknown_year_A,Yorkshire and the Humber,1315
unknown_year_A,Yorkshire and the Humber,1209
unknown_year_A,Yorkshire and the Humber,1633
unknown_year_A,Yorkshire and the Humber,1317
unknown_year_A,Yorkshire and the Humber,644
unknown_year_A,Yorkshire and the Humber,1568
unknown_year_A,Yorkshire and the Humber,1673
unknown_year_A,Yorkshire and the Humber,359
unknown_year_A,Yorkshire and the Humber,1588
unknown_year_A,Yorkshire and the Humber,1073
unknown_year_A,Yorkshire and the Humber,1644
unknown_year_A,Yorkshire and the Humber,1498
unknown_year_A,Yorkshire and the Humber,1717
unknown_year_A,Yorkshire and the Humber,731
unknown_year_A,Yorkshire and the Humber,1105
unknown_year_A,Yorkshire and the Humber,1105
unknown_year_A,Yorkshire and the Humber,1689
unknown_year_A,Yorkshire and the Humber,667
unknown_year_A,Yorkshire and the Humber,1535
unknown_year_A,Yorkshire and the Humber,1781
unknown_year_A,Yorkshire and the Humber,1162
unknown_year_A,Yorkshire and the Humber,149
unknown_year_A,Yorkshire and the Humber,1764
unknown_year_A,Yorkshire and the Humber,1570
unknown_year_A,Yorkshire and the Humber,1349
unknown_year_A,Yorkshire and the Humber,909
unknown_year_A,Yorkshire and the Humber,1413
unknown_year_A,Yorkshire and the Humber,1400
unknown_year_A,Yorkshire and the Humber,1700
unknown_year_A,Yorkshire and the Humber,1678
unknown_year_A,Yorkshire and the Humber,942
unknown_year_A,Yorkshire and the Humber,1590
unknown_year_A,Yorkshire and the Humber,1265
unknown_year_A,Yorkshire and the Humber,257
unknown_year_A,Yorkshire and the Humber,1737
unknown_year_A,Yorkshire and the Humber,1573
unknown_year_A,Yorkshire and the Humber,1407
unknown_year_A,Yorkshire and the Humber,1687
unknown_year_A,Yorkshire and the Humber,1547
unknown_year_A,Yorkshire and the Humber,67
unknown_year_A,Yorkshire and the Humber,43
unknown_year_A,Yorkshire and the Humber,1332
unknown_year_A,Yorkshire and the Humber,369
unknown_year_A,Yorkshire and the Humber,1144
unknown_year_A,Yorkshire and the Humber,1165
unknown_year_A,Yorkshire and the Humber,670
unknown_year_A,Yorkshire and the Humber,592
unknown_year_A,Yorkshire and the Humber,1382
unknown_year_A,Yorkshire and the Humber,697
unknown_year_A,Yorkshire and the Humber,1320
unknown_year_A,Yorkshire and the Humber,1291
unknown_year_A,Yorkshire and the Humber,947
unknown_year_A,Yorkshire and the Humber,1322
unknown_year_A,Yorkshire and the Humber,663
unknown_year_A,Yorkshire and the Humber,676
unknown_year_A,Yorkshire and the Humber,1174
unknown_year_A,Yorkshire and the Humber,1701
unknown_year_A,Yorkshire and the Humber,785
unknown_year_A,Yorkshire and the Humber,1807
unknown_year_A,Yorkshire and the Humber,1040
unknown_year_A,Yorkshire and the Humber,1396
unknown_year_A,Yorkshire and the Humber,1312
unknown_year_A,Yorkshire and the Humber,605
unknown_year_A,Yorkshire and the Humber,1274
unknown_year_B,East Midlands,1754
unknown_year_B,East Midlands,1733
unknown_year_B,East Midlands,490
unknown_year_B,East Midlands,1571
unknown_year_B,East Midlands,1543
unknown_year_B,East Midlands,989
unknown_year_B,East Midlands,1172
unknown_year_B,East Midlands,1760
unknown_year_B,East Midlands,1552
unknown_year_B,East Midlands,1753
unknown_year_B,East Midlands,1630
unknown_year_B,East Midlands,1147
unknown_year_B,East Midlands,1246
unknown_year_B,East Midlands,1622
unknown_year_B,East Midlands,1475
unknown_year_B,East Midlands,1903
unknown_year_B,East Midlands,1948
unknown_year_B,East Midlands,247
unknown_year_B,East Midlands,300
unknown_year_B,East Midlands,1350
unknown_year_B,East Midlands,841
unknown_year_B,East Midlands,538
unknown_year_B,East Midlands,1696
unknown_year_B,East Midlands,1749
unknown_year_B,East Midlands,1593
unknown_year_B,East Midlands,1325
unknown_year_B,East Midlands,1902
unknown_year_B,East Midlands,1563
unknown_year_B,East Midlands,1278
unknown_year_B,East Midlands,1524
unknown_year_B,East Midlands,1866
unknown_year_B,East Midlands,1575
unknown_year_B,East Midlands,1519
unknown_year_B,East Midlands,1707
unknown_year_B,East Midlands,1308
unknown_year_B,East Midlands,1436
unknown_year_B,East Midlands,1528
unknown_year_B,East Midlands,1790
unknown_year_B,East Midlands,1723
unknown_year_B,East Midlands,1266
unknown_year_B,East Midlands,359
unknown_year_B,East Midlands,1244
unknown_year_B,East Midlands,1837
unknown_year_B,East Midlands,1764
unknown_year_B,East Midlands,749
unknown_year_B,East Midlands,710
unknown_year_B,East Midlands,1697
unknown_year_B,East Midlands,939
unknown_year_B,East Midlands,884
unknown_year_B,East Midlands,801
unknown_year_B,East Midlands,399
unknown_year_B,East Midlands,1154
unknown_year_B,East Midlands,263
unknown_year_B,East Midlands,1718
unknown_year_B,East Midlands,1822
unknown_year_B,East Midlands,1349
unknown_year_B,East Midlands,1554
unknown_year_B,East Midlands,1409
unknown_year_B,East Midlands,1796
unknown_year_B,East Midlands,1867
unknown_year_B,East Midlands,1598
unknown_year_B,East Midlands,758
unknown_year_B,East Midlands,1269
unknown_year_B,East Midlands,1638
unknown_year_B,East Midlands,1339
unknown_year_B,East Midlands,1842
unknown_year_B,East Midlands,1514
unknown_year_B,East Midlands,1492
unknown_year_B,East Midlands,1645
unknown_year_B,East Midlands,1658
unknown_year_B,East Midlands,1378
unknown_year_B,East Midlands,1731
unknown_year_B,East Midlands,545
