chart_label,region,national_rank_of_accepting_candidate
unknown_year_B,East Midlands,1106
unknown_year_B,East Midlands,1825
unknown_year_B,East Midlands,984
unknown_year_B,East Midlands,1728
unknown_year_B,East Midlands,1305
unknown_year_B,East Midlands,1022
unknown_year_B,East Midlands,1127
unknown_year_B,East Midlands,1724
unknown_year_B,East Midlands,1398
unknown_year_B,East Midlands,1747
unknown_year_B,East Midlands,15
unknown_year_B,East Midlands,154
unknown_year_B,East Midlands,1053
unknown_year_B,East Midlands,1470
unknown_year_B,East Midlands,1807
unknown_year_B,East of England,1674
unknown_year_B,East of England,1947
unknown_year_B,East of England,1155
unknown_year_B,East of England,1855
unknown_year_B,East of England,436
unknown_year_B,East of England,380
unknown_year_B,East of England,89
unknown_year_B,East of England,1915
unknown_year_B,East of England,1069
unknown_year_B,East of England,38
unknown_year_B,East of England,1311
unknown_year_B,East of England,655
unknown_year_B,East of England,1129
unknown_year_B,East of England,1133
unknown_year_B,East of England,1227
unknown_year_B,East of England,645
unknown_year_B,East of England,1231
unknown_year_B,East of England,526
unknown_year_B,East of England,1468
unknown_year_B,East of England,101
unknown_year_B,East of England,725
unknown_year_B,East of England,1592
unknown_year_B,East of England,517
unknown_year_B,East of England,997
unknown_year_B,East of England,1242
unknown_year_B,East of England,1797
unknown_year_B,East of England,592
unknown_year_B,East of England,713
unknown_year_B,East of England,1000
unknown_year_B,East of England,449
unknown_year_B,East of England,520
unknown_year_B,East of England,69
unknown_year_B,East of England,711
unknown_year_B,East of England,622
unknown_year_B,East of England,1469
unknown_year_B,East of England,1516
unknown_year_B,East of England,87
unknown_year_B,East of England,282
unknown_year_B,East of England,373
unknown_year_B,East of England,1420
unknown_year_B,East of England,896
unknown_year_B,East of England,1312
unknown_year_B,East of England,826
unknown_year_B,East of England,1361
unknown_year_B,East of England,1302
unknown_year_B,East of England,305
unknown_year_B,East of England,1233
unknown_year_B,East of England,501
unknown_year_B,East of England,766
unknown_year_B,East of England,1047
unknown_year_B,East of England,1250
unknown_year_B,East of England,435
unknown_year_B,East of England,1611
unknown_year_B,East of England,1021
unknown_year_B,East of England,1755
unknown_year_B,East of England,1614
unknown_year_B,East of England,1940
unknown_year_B,East of England,2026
unknown_year_B,East of England,855
unknown_year_B,East of England,1446
unknown_year_B,East of England,1660
unknown_year_B,East of England,1621
unknown_year_B,East of England,1221
unknown_year_B,East of England,1114
unknown_year_B,East of England,1200
unknown_year_B,East of England,1857
unknown_year_B,East of England,1394
unknown_year_B,East of England,843
unknown_year_B,East of England,430
unknown_year_B,East of England,1276
unknown_year_B,East of England,986
unknown_year_B,East of England,1671
unknown_year_B,East of England,1103
unknown_year_B,East of England,1125
unknown_year_B,East of England,1062
unknown_year_B,East of England,170
unknown_year_B,East of England,956
unknown_year_B,East of England,1374
unknown_year_B,East of England,1294
unknown_year_B,East of England,1685
unknown_year_B,East of England,1343
unknown_year_B,East of England,1981
unknown_year_B,East of England,1744
unknown_year_B,East of England,1465
unknown_year_B,East of England,317
unknown_year_B,East of England,1015
unknown_year_B,East of England,900
unknown_year_B,East of England,638
unknown_year_B,East of England,144
unknown_year_B,East of England,365
unknown_year_B,East of England,1124
unknown_year_B,East of England,559
unknown_year_B,East of England,607
unknown_year_B,East of England,1726
unknown_year_B,East of England,818
unknown_year_B,East of England,514
unknown_year_B,East of England,1265
unknown_year_B,East of England,639
unknown_year_B,East of England,124
unknown_year_B,East of England,505
unknown_year_B,East of England,1461
unknown_year_B,East of England,1961
unknown_year_B,East of England,84
unknown_year_B,East of England,402
unknown_year_B,East of England,392
unknown_year_B,East of England,1303
unknown_year_B,East of England,1336
unknown_year_B,East of England,1335
unknown_year_B,East of England,1510
unknown_year_B,East of England,756
unknown_year_B,East of England,43
unknown_year_B,East of England,1180
unknown_year_B,East of England,1102
unknown_year_B,East of England,786
unknown_year_B,East of England,1956
unknown_year_B,East of England,1236
unknown_year_B,East of England,1509
unknown_year_B,East of England,418
unknown_year_B,East of England,1248
unknown_year_B,East of England,442
unknown_year_B,East of England,245
unknown_year_B,East of England,1183
unknown_year_B,East of England,1617
unknown_year_B,East of England,174
unknown_year_B,East of England,565
unknown_year_B,East of England,970
unknown_year_B,East of England,1144
unknown_year_B,East of England,1225
unknown_year_B,East of England,1422
unknown_year_B,East of England,1157
unknown_year_B,East of England,1417
unknown_year_B,East of England,1284
unknown_year_B,Kent Surrey and Sussex,1323
unknown_year_B,Kent Surrey and Sussex,1907
unknown_year_B,Kent Surrey and Sussex,1740
unknown_year_B,Kent Surrey and Sussex,744
unknown_year_B,Kent Surrey and Sussex,1557
unknown_year_B,Kent Surrey and Sussex,699
unknown_year_B,Kent Surrey and Sussex,521
unknown_year_B,Kent Surrey and Sussex,963
unknown_year_B,Kent Surrey and Sussex,397
unknown_year_B,Kent Surrey and Sussex,222
unknown_year_B,Kent Surrey and Sussex,1212
unknown_year_B,Kent Surrey and Sussex,1080
unknown_year_B,Kent Surrey and Sussex,1838
unknown_year_B,Kent Surrey and Sussex,1243
unknown_year_B,Kent Surrey and Sussex,1586
unknown_year_B,Kent Surrey and Sussex,1489
unknown_year_B,Kent Surrey and Sussex,1694
unknown_year_B,Kent Surrey and Sussex,590
unknown_year_B,Kent Surrey and Sussex,1423
unknown_year_B,Kent Surrey and Sussex,1156
unknown_year_B,Kent Surrey and Sussex,1362
unknown_year_B,Kent Surrey and Sussex,902
unknown_year_B,Kent Surrey and Sussex,1444
unknown_year_B,Kent Surrey and Sussex,1637
unknown_year_B,Kent Surrey and Sussex,1228
unknown_year_B,Kent Surrey and Sussex,777
unknown_year_B,Kent Surrey and Sussex,1688
unknown_year_B,Kent Surrey and Sussex,1921
unknown_year_B,Kent Surrey and Sussex,483
unknown_year_B,Kent Surrey and Sussex,1090
unknown_year_B,Kent Surrey and Sussex,971
unknown_year_B,Kent Surrey and Sussex,1781
unknown_year_B,Kent Surrey and Sussex,790
unknown_year_B,Kent Surrey and Sussex,1553
unknown_year_B,Kent Surrey and Sussex,1958
unknown_year_B,Kent Surrey and Sussex,1066
unknown_year_B,Kent Surrey and Sussex,916
unknown_year_B,Kent Surrey and Sussex,1113
unknown_year_B,Kent Surrey and Sussex,1232
unknown_year_B,Kent Surrey and Sussex,1775
unknown_year_B,Kent Surrey and Sussex,1532
unknown_year_B,Kent Surrey and Sussex,547
unknown_year_B,Kent Surrey and Sussex,1171
unknown_year_B,Kent Surrey and Sussex,605
unknown_year_B,Kent Surrey and Sussex,1608
unknown_year_B,Kent Surrey and Sussex,1029
unknown_year_B,Kent Surrey and Sussex,513
unknown_year_B,Kent Surrey and Sussex,1306
unknown_year_B,Kent Surrey and Sussex,1071
unknown_year_B,Kent Surrey and Sussex,898
unknown_year_B,Kent Surrey and Sussex,1218
unknown_year_B,Kent Surrey and Sussex,1458
unknown_year_B,Kent Surrey and Sussex,1773
unknown_year_B,Kent Surrey and Sussex,747
unknown_year_B,Kent Surrey and Sussex,1366
unknown_year_B,Kent Surrey and Sussex,1204
unknown_year_B,Kent Surrey and Sussex,1234
unknown_year_B,Kent Surrey and Sussex,1237
unknown_year_B,Kent Surrey and Sussex,995
unknown_year_B,Kent Surrey and Sussex,644
unknown_year_B,Kent Surrey and Sussex,1346
unknown_year_B,Kent Surrey and Sussex,1179
unknown_year_B,Kent Surrey and Sussex,1341
unknown_year_B,Kent Surrey and Sussex,1703
unknown_year_B,Kent Surrey and Sussex,1914
unknown_year_B,Kent Surrey and Sussex,1929
unknown_year_B,Kent Surrey and Sussex,1992
unknown_year_B,Kent Surrey and Sussex,1923
unknown_year_B,Kent Surrey and Sussex,878
unknown_year_B,Kent Surrey and Sussex,1397
unknown_year_B,Kent Surrey and Sussex,637
unknown_year_B,Kent Surrey and Sussex,919
unknown_year_B,Kent Surrey and Sussex,1786
unknown_year_B,Kent Surrey and Sussex,1407
unknown_year_B,Kent Surrey and Sussex,1387
unknown_year_B,Kent Surrey and Sussex,1257
unknown_year_B,Kent Surrey and Sussex,1953
unknown_year_B,Kent Surrey and Sussex,251
unknown_year_B,Kent Surrey and Sussex,1290
unknown_year_B,Kent Surrey and Sussex,1122
unknown_year_B,Kent Surrey and Sussex,1479
unknown_year_B,Kent Surrey and Sussex,1942
unknown_year_B,Kent Surrey and Sussex,886
unknown_year_B,Kent Surrey and Sussex,18
unknown_year_B,Kent Surrey and Sussex,39
unknown_year_B,Kent Surrey and Sussex,34
unknown_year_B,Kent Surrey and Sussex,1971
unknown_year_B,Kent Surrey and Sussex,142
unknown_year_B,Kent Surrey and Sussex,1872
unknown_year_B,Kent Surrey and Sussex,1708
unknown_year_B,Kent Surrey and Sussex,1134
unknown_year_B,Kent Surrey and Sussex,791
unknown_year_B,Kent Surrey and Sussex,1647
unknown_year_B,Kent Surrey and Sussex,60
unknown_year_B,Kent Surrey and Sussex,717
unknown_year_B,Kent Surrey and Sussex,345
unknown_year_B,Kent Surrey and Sussex,1490
unknown_year_B,Kent Surrey and Sussex,1880
unknown_year_B,Kent Surrey and Sussex,1848
unknown_year_B,Kent Surrey and Sussex,1043
unknown_year_B,Kent Surrey and Sussex,1558
unknown_year_B,Kent Surrey and Sussex,945
unknown_year_B,Kent Surrey and Sussex,1253
unknown_year_B,Kent Surrey and Sussex,455
unknown_year_B,Kent Surrey and Sussex,1024
unknown_year_B,Kent Surrey and Sussex,1073
unknown_year_B,Kent Surrey and Sussex,1088
unknown_year_B,Kent Surrey and Sussex,1426
unknown_year_B,Kent Surrey and Sussex,1573
unknown_year_B,Kent Surrey and Sussex,908
unknown_year_B,Kent Surrey and Sussex,1597
unknown_year_B,Kent Surrey and Sussex,1340
unknown_year_B,Kent Surrey and Sussex,1199
unknown_year_B,Kent Surrey and Sussex,1776
unknown_year_B,Kent Surrey and Sussex,891
unknown_year_B,Kent Surrey and Sussex,1410
unknown_year_B,Kent Surrey and Sussex,1993
unknown_year_B,Kent Surrey and Sussex,1247
unknown_year_B,Kent Surrey and Sussex,1077
unknown_year_B,Kent Surrey and Sussex,1619
unknown_year_B,Kent Surrey and Sussex,734
unknown_year_B,Kent Surrey and Sussex,1382
unknown_year_B,Kent Surrey and Sussex,599
unknown_year_B,London,136
unknown_year_B,London,333
unknown_year_B,London,26
unknown_year_B,London,160
unknown_year_B,London,68
unknown_year_B,London,899
unknown_year_B,London,24
unknown_year_B,London,692
unknown_year_B,London,566
unknown_year_B,London,382
unknown_year_B,London,104
unknown_year_B,London,630
unknown_year_B,London,937
unknown_year_B,London,393
unknown_year_B,London,542
unknown_year_B,London,985
unknown_year_B,London,25
unknown_year_B,London,6
unknown_year_B,London,123
unknown_year_B,London,278
unknown_year_B,London,286
unknown_year_B,London,917
unknown_year_B,London,740
unknown_year_B,London,327
unknown_year_B,London,59
unknown_year_B,London,779
unknown_year_B,London,788
unknown_year_B,London,100
unknown_year_B,London,200
unknown_year_B,London,860
unknown_year_B,London,42
unknown_year_B,London,329
unknown_year_B,London,571
unknown_year_B,London,531
unknown_year_B,London,106
unknown_year_B,London,613
unknown_year_B,London,936
unknown_year_B,London,241
unknown_year_B,London,696
unknown_year_B,London,140
unknown_year_B,London,83
unknown_year_B,London,275
unknown_year_B,London,983
unknown_year_B,London,386
unknown_year_B,London,810
unknown_year_B,London,477
unknown_year_B,London,372
unknown_year_B,London,198
unknown_year_B,London,199
unknown_year_B,London,465
unknown_year_B,London,293
unknown_year_B,London,36
unknown_year_B,London,534
unknown_year_B,London,48
unknown_year_B,London,77
unknown_year_B,London,659
unknown_year_B,London,168
unknown_year_B,London,357
unknown_year_B,London,447
unknown_year_B,London,981
unknown_year_B,London,92
unknown_year_B,London,246
unknown_year_B,London,459
unknown_year_B,London,166
unknown_year_B,London,105
unknown_year_B,London,493
unknown_year_B,London,150
unknown_year_B,London,261
unknown_year_B,London,646
unknown_year_B,London,479
unknown_year_B,London,1005
unknown_year_B,London,78
unknown_year_B,London,350
unknown_year_B,London,543
unknown_year_B,London,589
unknown_year_B,London,458
unknown_year_B,London,3
unknown_year_B,London,480
unknown_year_B,London,11
unknown_year_B,London,195
unknown_year_B,London,552
unknown_year_B,London,539
unknown_year_B,London,349
unknown_year_B,London,728
unknown_year_B,London,108
unknown_year_B,London,557
unknown_year_B,London,664
unknown_year_B,London,356
unknown_year_B,London,857
unknown_year_B,London,800
unknown_year_B,London,684
unknown_year_B,London,295
unknown_year_B,London,686
unknown_year_B,London,907
unknown_year_B,London,65
unknown_year_B,London,127
unknown_year_B,London,468
unknown_year_B,London,858
unknown_year_B,London,320
unknown_year_B,London,879
unknown_year_B,London,316
unknown_year_B,London,94
unknown_year_B,London,825
unknown_year_B,London,182
unknown_year_B,London,753
unknown_year_B,London,509
unknown_year_B,London,816
unknown_year_B,London,62
unknown_year_B,London,97
unknown_year_B,London,495
unknown_year_B,London,321
unknown_year_B,London,221
unknown_year_B,London,243
unknown_year_B,London,51
unknown_year_B,London,583
unknown_year_B,London,383
unknown_year_B,London,1056
unknown_year_B,London,751
unknown_year_B,London,609
unknown_year_B,London,139
unknown_year_B,London,965
unknown_year_B,London,152
unknown_year_B,London,7
unknown_year_B,London,307
unknown_year_B,London,733
unknown_year_B,London,632
unknown_year_B,London,208
unknown_year_B,London,951
unknown_year_B,London,318
unknown_year_B,London,377
unknown_year_B,London,811
unknown_year_B,London,398
unknown_year_B,London,176
unknown_year_B,London,328
unknown_year_B,London,415
unknown_year_B,London,431
unknown_year_B,London,597
unknown_year_B,London,9
unknown_year_B,London,404
unknown_year_B,London,76
unknown_year_B,London,750
unknown_year_B,London,66
unknown_year_B,London,91
unknown_year_B,London,948
unknown_year_B,London,332
unknown_year_B,London,314
unknown_year_B,London,518
unknown_year_B,London,61
unknown_year_B,London,163
unknown_year_B,London,50
unknown_year_B,London,225
unknown_year_B,London,80
unknown_year_B,London,28
unknown_year_B,London,173
unknown_year_B,London,17
unknown_year_B,London,171
unknown_year_B,London,890
unknown_year_B,London,457
unknown_year_B,London,303
unknown_year_B,London,845
unknown_year_B,London,831
unknown_year_B,London,53
unknown_year_B,London,86
unknown_year_B,London,20
unknown_year_B,London,115
unknown_year_B,London,280
unknown_year_B,London,584
unknown_year_B,London,573
unknown_year_B,London,469
unknown_year_B,London,574
unknown_year_B,London,536
unknown_year_B,London,422
unknown_year_B,London,451
unknown_year_B,London,885
unknown_year_B,London,352
unknown_year_B,London,157
unknown_year_B,London,353
unknown_year_B,London,388
unknown_year_B,London,72
unknown_year_B,London,640
unknown_year_B,London,862
unknown_year_B,London,334
unknown_year_B,London,212
unknown_year_B,London,1049
unknown_year_B,London,504
unknown_year_B,London,544
unknown_year_B,London,802
unknown_year_B,London,426
unknown_year_B,London,979
unknown_year_B,London,555
unknown_year_B,London,499
unknown_year_B,London,194
unknown_year_B,London,27
unknown_year_B,London,364
unknown_year_B,London,16
unknown_year_B,London,348
unknown_year_B,London,188
unknown_year_B,London,754
unknown_year_B,London,934
unknown_year_B,London,576
unknown_year_B,London,636
unknown_year_B,London,235
unknown_year_B,London,814
unknown_year_B,London,683
unknown_year_B,London,761
unknown_year_B,London,652
unknown_year_B,London,151
unknown_year_B,London,697
unknown_year_B,London,624
unknown_year_B,London,361
unknown_year_B,London,109
unknown_year_B,London,949
unknown_year_B,London,155
unknown_year_B,London,186
unknown_year_B,London,943
unknown_year_B,London,846
unknown_year_B,London,44
unknown_year_B,London,807
unknown_year_B,London,585
unknown_year_B,London,112
unknown_year_B,London,71
unknown_year_B,London,548
unknown_year_B,London,202
unknown_year_B,London,901
unknown_year_B,London,205
unknown_year_B,London,258
unknown_year_B,London,322
unknown_year_B,London,701
unknown_year_B,London,695
unknown_year_B,London,472
unknown_year_B,London,215
unknown_year_B,London,866
unknown_year_B,London,167
unknown_year_B,London,70
unknown_year_B,London,289
unknown_year_B,London,145
unknown_year_B,London,49
unknown_year_B,London,75
unknown_year_B,London,4
unknown_year_B,London,335
unknown_year_B,London,211
unknown_year_B,London,210
unknown_year_B,London,910
unknown_year_B,London,313
unknown_year_B,London,1
unknown_year_B,London,586
unknown_year_B,London,217
unknown_year_B,London,379
unknown_year_B,London,755
unknown_year_B,London,760
unknown_year_B,London,135
unknown_year_B,London,191
unknown_year_B,London,149
unknown_year_B,London,792
unknown_year_B,London,116
unknown_year_B,North East,1918
unknown_year_B,North East,1580
unknown_year_B,North East,616
unknown_year_B,North East,1036
unknown_year_B,North East,752
unknown_year_B,North East,1094
unknown_year_B,North East,129
unknown_year_B,North East,1427
unknown_year_B,North East,1702
unknown_year_B,North East,628
unknown_year_B,North East,1400
unknown_year_B,North East,1194
unknown_year_B,North East,285
unknown_year_B,North East,1649
unknown_year_B,North East,935
unknown_year_B,North East,1241
unknown_year_B,North East,925
unknown_year_B,North East,1594
unknown_year_B,North East,1847
unknown_year_B,North East,698
unknown_year_B,North East,394
unknown_year_B,North East,553
unknown_year_B,North East,1186
unknown_year_B,North East,1059
unknown_year_B,North East,256
unknown_year_B,North East,1615
unknown_year_B,North East,813
unknown_year_B,North East,1705
unknown_year_B,North East,972
unknown_year_B,North East,873
unknown_year_B,North East,1165
unknown_year_B,North East,1839
unknown_year_B,North East,1525
unknown_year_B,North East,1936
unknown_year_B,North East,1190
unknown_year_B,North East,1318
unknown_year_B,North East,556
unknown_year_B,North East,588
unknown_year_B,North East,219
unknown_year_B,North East,102
unknown_year_B,North East,1675
unknown_year_B,North East,1989
unknown_year_B,North East,1289
unknown_year_B,North East,1698
unknown_year_B,North East,324
unknown_year_B,North East,1959
unknown_year_B,North East,1609
unknown_year_B,North East,969
unknown_year_B,North East,1544
unknown_year_B,North East,1687
unknown_year_B,North East,1550
unknown_year_B,North East,950
unknown_year_B,North East,569
unknown_year_B,North East,1567
unknown_year_B,North East,1338
unknown_year_B,North East,2023
unknown_year_B,North East,265
unknown_year_B,North East,1565
unknown_year_B,North East,1852
unknown_year_B,North East,1466
unknown_year_B,North East,1745
unknown_year_B,North East,1566
unknown_year_B,North East,883
unknown_year_B,North East,762
unknown_year_B,North East,1002
unknown_year_B,North East,1191
unknown_year_B,North East,500
unknown_year_B,North East,626
unknown_year_B,North East,1494
unknown_year_B,North East,537
unknown_year_B,North East,268
unknown_year_B,North East,895
unknown_year_B,North East,1327
unknown_year_B,North East,85
unknown_year_B,North East,1019
unknown_year_B,North East,1963
unknown_year_B,North East,1009
unknown_year_B,North East,1035
unknown_year_B,North East,341
unknown_year_B,North East,248
unknown_year_B,North East,206
unknown_year_B,North West - Mersey,603
unknown_year_B,North West - Mersey,10
unknown_year_B,North West - Mersey,1453
unknown_year_B,North West - Mersey,1119
unknown_year_B,North West - Mersey,1513
unknown_year_B,North West - Mersey,82
unknown_year_B,North West - Mersey,1520
unknown_year_B,North West - Mersey,1310
unknown_year_B,North West - Mersey,1832
unknown_year_B,North West - Mersey,1892
unknown_year_B,North West - Mersey,338
unknown_year_B,North West - Mersey,1777
unknown_year_B,North West - Mersey,1367
unknown_year_B,North West - Mersey,1070
unknown_year_B,North West - Mersey,1861
unknown_year_B,North West - Mersey,693
unknown_year_B,North West - Mersey,419
unknown_year_B,North West - Mersey,1064
unknown_year_B,North West - Mersey,1456
unknown_year_B,North West - Mersey,1116
unknown_year_B,North West - Mersey,1530
unknown_year_B,North West - Mersey,723
unknown_year_B,North West - Mersey,1669
unknown_year_B,North West - Mersey,1604
unknown_year_B,North West - Mersey,1391
unknown_year_B,North West - Mersey,299
unknown_year_B,North West - Mersey,1315
unknown_year_B,North West - Mersey,1210
unknown_year_B,North West - Mersey,1369
unknown_year_B,North West - Mersey,1197
unknown_year_B,North West - Mersey,1372
unknown_year_B,North West - Mersey,1373
unknown_year_B,North West - Mersey,1667
unknown_year_B,North West - Mersey,1363
unknown_year_B,North West - Mersey,378
unknown_year_B,North West - Mersey,1104
unknown_year_B,North West - Mersey,1395
unknown_year_B,North West - Mersey,1408
unknown_year_B,North West - Mersey,420
unknown_year_B,North West - Mersey,1334
unknown_year_B,North West - Mersey,828
unknown_year_B,North West - Mersey,1877
unknown_year_B,North West - Mersey,269
unknown_year_B,North West - Mersey,1581
unknown_year_B,North West - Mersey,1572
unknown_year_B,North West - Mersey,1631
unknown_year_B,North West - Mersey,909
unknown_year_B,North West - Mersey,1481
unknown_year_B,North West - Mersey,1193
unknown_year_B,North West - Mersey,1541
unknown_year_B,North West - Mersey,1150
unknown_year_B,North West - Mersey,1539
unknown_year_B,North West - Mersey,767
unknown_year_B,North West - Mersey,1001
unknown_year_B,North West - Mersey,343
unknown_year_B,North West - Mersey,1540
unknown_year_B,North West - Mersey,1715
unknown_year_B,North West - Mersey,1487
unknown_year_B,North West - Mersey,1455
unknown_year_B,North West - Mersey,1097
unknown_year_B,North West - Mersey,1833
unknown_year_B,North West - Mersey,1411
unknown_year_B,North West - Mersey,1185
unknown_year_B,North West - Mersey,1721
unknown_year_B,North West - Mersey,1385
unknown_year_B,North West - Mersey,1089
unknown_year_B,North West - Mersey,1582
unknown_year_B,North West - Mersey,1499
unknown_year_B,North West - Mersey,1178
unknown_year_B,North West - Mersey,1605
unknown_year_B,North West - North West,967
unknown_year_B,North West - North West,1184
unknown_year_B,North West - North West,1040
unknown_year_B,North West - North West,973
unknown_year_B,North West - North West,654
unknown_year_B,North West - North West,1511
unknown_year_B,North West - North West,1309
unknown_year_B,North West - North West,111
unknown_year_B,North West - North West,1980
unknown_year_B,North West - North West,1100
unknown_year_B,North West - North West,774
unknown_year_B,North West - North West,1873
unknown_year_B,North West - North West,1141
unknown_year_B,North West - North West,367
unknown_year_B,North West - North West,1868
unknown_year_B,North West - North West,1034
unknown_year_B,North West - North West,776
unknown_year_B,North West - North West,73
unknown_year_B,North West - North West,1328
unknown_year_B,North West - North West,642
unknown_year_B,North West - North West,1281
unknown_year_B,North West - North West,165
unknown_year_B,North West - North West,1641
unknown_year_B,North West - North West,14
unknown_year_B,North West - North West,712
unknown_year_B,North West - North West,880
unknown_year_B,North West - North West,821
unknown_year_B,North West - North West,763
unknown_year_B,North West - North West,233
unknown_year_B,North West - North West,1399
unknown_year_B,North West - North West,1028
unknown_year_B,North West - North West,52
unknown_year_B,North West - North West,677
unknown_year_B,North West - North West,406
unknown_year_B,North West - North West,1123
unknown_year_B,North West - North West,1782
unknown_year_B,North West - North West,604
unknown_year_B,North West - North West,158
unknown_year_B,North West - North West,138
unknown_year_B,North West - North West,691
unknown_year_B,North West - North West,309
unknown_year_B,North West - North West,473
unknown_year_B,North West - North West,1808
unknown_year_B,North West - North West,121
unknown_year_B,North West - North West,2136
unknown_year_B,North West - North West,577
unknown_year_B,North West - North West,274
unknown_year_B,North West - North West,837
unknown_year_B,North West - North West,1829
unknown_year_B,North West - North West,1714
unknown_year_B,North West - North West,523
unknown_year_B,North West - North West,1063
unknown_year_B,North West - North West,822
unknown_year_B,North West - North West,1941
unknown_year_B,North West - North West,181
unknown_year_B,North West - North West,88
unknown_year_B,North West - North West,1752
unknown_year_B,North West - North West,625
unknown_year_B,North West - North West,1662
unknown_year_B,North West - North West,931
unknown_year_B,North West - North West,870
unknown_year_B,North West - North West,1814
unknown_year_B,North West - North West,1610
unknown_year_B,North West - North West,737
unknown_year_B,North West - North West,635
unknown_year_B,North West - North West,1935
unknown_year_B,North West - North West,110
unknown_year_B,North West - North West,1517
unknown_year_B,North West - North West,849
unknown_year_B,North West - North West,23
unknown_year_B,North West - North West,508
unknown_year_B,North West - North West,823
unknown_year_B,North West - North West,134
unknown_year_B,North West - North West,74
unknown_year_B,North West - North West,441
unknown_year_B,North West - North West,301
unknown_year_B,North West - North West,395
unknown_year_B,North West - North West,864
unknown_year_B,North West - North West,471
unknown_year_B,North West - North West,954
unknown_year_B,North West - North West,1653
unknown_year_B,North West - North West,204
unknown_year_B,North West - North West,702
unknown_year_B,North West - North West,587
unknown_year_B,North West - North West,793
unknown_year_B,North West - North West,817
unknown_year_B,North West - North West,727
unknown_year_B,North West - North West,1686
unknown_year_B,North West - North West,946
unknown_year_B,North West - North West,736
unknown_year_B,North West - North West,1559
unknown_year_B,North West - North West,982
unknown_year_B,North West - North West,660
unknown_year_B,North West - North West,952
unknown_year_B,North West - North West,58
unknown_year_B,North West - North West,257
unknown_year_B,North West - North West,868
unknown_year_B,North West - North West,234
unknown_year_B,North West - North West,960
unknown_year_B,North West - North West,1042
unknown_year_B,North West - North West,485
unknown_year_B,North West - North West,614
unknown_year_B,North West - North West,805
unknown_year_B,North West - North West,1950
unknown_year_B,North West - North West,226
unknown_year_B,Northern Ireland,2087
unknown_year_B,Northern Ireland,466
unknown_year_B,Northern Ireland,5
unknown_year_B,Northern Ireland,1261
unknown_year_B,Northern Ireland,98
unknown_year_B,Northern Ireland,1038
unknown_year_B,Northern Ireland,271
unknown_year_B,Northern Ireland,2169
unknown_year_B,Northern Ireland,2146
unknown_year_B,Northern Ireland,425
unknown_year_B,Northern Ireland,2121
unknown_year_B,Northern Ireland,2164
unknown_year_B,Northern Ireland,311
unknown_year_B,Northern Ireland,1627
unknown_year_B,Northern Ireland,2094
unknown_year_B,Northern Ireland,1240
unknown_year_B,Northern Ireland,2203
unknown_year_B,Northern Ireland,2175
unknown_year_B,Northern Ireland,2205
unknown_year_B,Northern Ireland,2179
unknown_year_B,Northern Ireland,190
unknown_year_B,Northern Ireland,2135
unknown_year_B,Northern Ireland,2159
unknown_year_B,Northern Ireland,1938
unknown_year_B,Northern Ireland,2221
unknown_year_B,Northern Ireland,2070
unknown_year_B,Northern Ireland,842
unknown_year_B,Northern Ireland,2177
unknown_year_B,Northern Ireland,1267
unknown_year_B,Northern Ireland,2154
unknown_year_B,Northern Ireland,358
unknown_year_B,Northern Ireland,237
unknown_year_B,Northern Ireland,2041
unknown_year_B,Northern Ireland,19
unknown_year_B,Northern Ireland,1830
unknown_year_B,Northern Ireland,2155
unknown_year_B,Northern Ireland,2071
unknown_year_B,Northern Ireland,2187
unknown_year_B,Northern Ireland,2193
unknown_year_B,Northern Ireland,2123
unknown_year_B,Northern Ireland,454
unknown_year_B,Northern Ireland,2137
unknown_year_B,Northern Ireland,2184
unknown_year_B,Northern Ireland,2226
unknown_year_B,Northern Ireland,674
unknown_year_B,Northern Ireland,2095
unknown_year_B,Northern Ireland,1798
unknown_year_B,Northern Ireland,2126
unknown_year_B,Northern Ireland,2133
unknown_year_B,Northern Ireland,1897
unknown_year_B,Northern Ireland,1778
unknown_year_B,Northern Ireland,2215
unknown_year_B,Northern Ireland,315
unknown_year_B,Northern Ireland,2183
unknown_year_B,Northern Ireland,376
unknown_year_B,Northern Ireland,2176
unknown_year_B,Northern Ireland,2172
unknown_year_B,Northern Ireland,2195
unknown_year_B,Northern Ireland,2061
unknown_year_B,Northern Ireland,2150
unknown_year_B,Northern Ireland,2163
unknown_year_B,Northern Ireland,2180
unknown_year_B,Northern Ireland,1999
unknown_year_B,Northern Ireland,2218
unknown_year_B,Northern Ireland,2182
unknown_year_B,Scotland,1576
unknown_year_B,Scotland,1202
unknown_year_B,Scotland,1421
unknown_year_B,Scotland,453
unknown_year_B,Scotland,1128
unknown_year_B,Scotland,933
unknown_year_B,Scotland,888
unknown_year_B,Scotland,529
unknown_year_B,Scotland,362
unknown_year_B,Scotland,719
unknown_year_B,Scotland,833
unknown_year_B,Scotland,797
unknown_year_B,Scotland,859
unknown_year_B,Scotland,1812
unknown_year_B,Scotland,1295
unknown_year_B,Scotland,703
unknown_year_B,Scotland,687
unknown_year_B,Scotland,156
unknown_year_B,Scotland,1756
unknown_year_B,Scotland,1235
unknown_year_B,Scotland,975
unknown_year_B,Scotland,375
unknown_year_B,Scotland,580
unknown_year_B,Scotland,1463
unknown_year_B,Scotland,1663
unknown_year_B,Scotland,302
unknown_year_B,Scotland,1883
unknown_year_B,Scotland,113
unknown_year_B,Scotland,413
unknown_year_B,Scotland,1779
unknown_year_B,Scotland,141
